St,11,11;5,Hospodá?ská politika I,Cvi?ení,Q48,Franc Aleš
St,12,12;5,Hospodá?ská politika I,Cvi?ení,Q48,Franc Aleš
?t,9,10;5,Makroekonomie II,P?ednáška,Q01,Franc Aleš
?t,15,16;5,Mezinárodní investi?ní management v AJ (77),Cvi?ení,Q36,Francová Blanka
?t,17,18;5,Mezinárodní investi?ní management v AJ (77),Cvi?ení,Q36,Francová Blanka
Po,13,14;5,Mikroekonomie I (1),P?ednáška,Q02,Fuchs Kamil
Po,18,18;5,Vývoj ekonomického myšlení v AJ (1),Cvi?ení,Q45,Fuchs Kamil
?t,13,13;5,Mikroekonomie I,Cvi?ení,Q48,Fuchs Kamil
?t,14,14;5,Mikroekonomie I,Cvi?ení,Q48,Fuchs Kamil
?t,15,15;5,Mikroekonomie I,Cvi?ení,Q48,Fuchs Kamil
?t,16,16;5,Mikroekonomie I,Cvi?ení,Q48,Fuchs Kamil
Pá,11,12;5,"Makroekonomie I (9,56)",P?ednáška,Q01,Fuchs Kamil
Út,9,10;5,Finan?ní ú?etnictví II se zam??ením na zem? V4 (26),Cvi?ení,Q28,Gláserová Jana
?t,13,14;5,Finan?ní ú?etnictví II se zam??ením na zem? V4,Cvi?ení,Q43,Gláserová Jana
?t,15,16;5,Finan?ní ú?etnictví II se zam??ením na zem? V4 (72),P?ednáška,Q43,Gláserová Jana
Po,9,10;5,"Ú?etní software (1,4)",P?ednáška,Q02,Grásgruber Miloš
St,15,17;5,Ú?etní software,Cvi?ení,Q26,Grásgruber Miloš
Út,11,12;5,Obchodní jazyk - angli?tina (26),Cvi?ení,Q35,Grochal Matej
Út,13,14;5,Sv?tový jazyk - Angli?tina 2 (26),Cvi?ení,Q25,Grochal Matej
St,11,12;5,"Angli?tina 2, EI",Cvi?ení,Q01.84,Grochal Matej
?t,13,14;5,Obchodní jazyk - angli?tina,Cvi?ení,Q25,Grochal Matej
Út,10,10;5,Technologické projekty (26),P?ednáška,Q18,Groda Bo?ivoj
Po,11,12;5,Mezinárodní ú?etní standardy (1),Cvi?ení,Q28,Habanec Petr
St,11,12;5,Podniková ekonomika II,Cvi?ení,Q43,Hajko Vladimír
St,15,16;5,Podniková ekonomika II,Cvi?ení,Q38,Hajko Vladimír
?t,11,12;5,Finan?ní management v AJ (71),P?ednáška,Q23,Hajko Vladimír
?t,13,14;5,Podniková ekonomika II,Cvi?ení,Q42,Hajko Vladimír
?t,15,16;5,Podniková ekonomika II,Cvi?ení,Q41,Hajko Vladimír
Út,11,12;5,Výpo?etní technika a algoritmizace II (26),Cvi?ení,Q06,Hála Tomáš
Út,13,14;5,"Výpo?etní technika I (9,26)",Cvi?ení,Q07,Hála Tomáš
Út,15,16;5,"Výpo?etní technika I (9,26)",Cvi?ení,Q07,Hála Tomáš
Út,17,18;5,Programovací techniky (26),Cvi?ení,Q07,Hála Tomáš
St,13,14;5,Programovací techniky,Cvi?ení,Q47,Hála Tomáš
St,15,16;5,Programovací techniky,Cvi?ení,Q47,Hála Tomáš
Pá,13,16;5,"Kroužek moderních technologií po?íta?ové sazby (79,86)",Cvi?ení,Q07,Hála Tomáš
Pá,15,16;5,"Bakalá?ský seminá? IS/ICT (11,79)",Cvi?ení,Q05,Hála Tomáš
Po,9,10;5,Zpracování text? na po?íta?i (1),Cvi?ení,Q06,Haluza Pavel
Po,11,12;5,Teoretické základy informatiky (1),P?ednáška,Q22,Haluza Pavel
Po,13,14;5,Informatika pro ekonomy II (1),Cvi?ení,Q05,Haluza Pavel
Po,15,16;5,Zpracování text? na po?íta?i (1),Cvi?ení,Q05,Haluza Pavel
Út,13,14;5,Zpracování text? na po?íta?i (26),Cvi?ení,Q09,Haluza Pavel
Út,15,16;5,Zpracování text? na po?íta?i (26),Cvi?ení,Q09,Haluza Pavel
Út,17,18;5,Zpracování text? na po?íta?i (26),Cvi?ení,Q09,Haluza Pavel
St,9,10;5,Zpracování text? na po?íta?i,Cvi?ení,Q05,Haluza Pavel
St,11,12;5,Zpracování text? na po?íta?i,Cvi?ení,Q05,Haluza Pavel
St,13,14;5,Výpo?etní technika I,P?ednáška,Q16,Haluza Pavel
St,15,16;5,Zpracování text? na po?íta?i,Cvi?ení,Q07,Haluza Pavel
?t,9,10;5,Zpracování text? na po?íta?i,Cvi?ení,Q09,Haluza Pavel
?t,15,16;5,Informatika pro ekonomy II,Cvi?ení,Q07,Haluza Pavel
Po,11,12;5,Matematika II (1),P?ednáška,Q01,Hampel David
St,7,8;5,Matematika II,Cvi?ení,Q42,Hampel David
St,9,10;5,Pokro?ilé statistické metody a modely,P?ednáška,Q36,Hampel David
St,13,14;5,Pokro?ilé statistické metody a modely,Cvi?ení,Q36,Hampel David
Po,9,10;5,"Marketing II v AJ (1,17,18)",P?ednáška,Q38,Hazuchová Na?a
Po,11,12;5,"Marketing II v AJ (1,13,17)",Cvi?ení,Q38,Hazuchová Na?a
St,13,14;5,Ekonomicko matematické metody,P?ednáška,Q15,Holoubek Josef
?t,13,14;5,Ekonomicko matematické metody,Cvi?ení,Q37,Holoubek Josef
?t,15,16;5,Ekonomicko matematické metody,Cvi?ení,Q37,Holoubek Josef
St,9,10;5,"Angli?tina 2, EI (64)",Cvi?ení,Q01.84,Horáková Ludmila
?t,15,16;5,Sv?tový jazyk - N?m?ina 2 (78),Cvi?ení,Q38,Horáková Ludmila
Po,15,16;5,Základy elektrotechniky (1),Cvi?ení,Q01.43,Hor?ák Jan
?t,13,14;5,Základy práva I (11),Cvi?ení,Q28,Hrdli?ka Miloslav
?t,13,14;5,Základy práva I (13),Cvi?ení,Q28,Hrdli?ka Miloslav
?t,15,16;5,Základy práva I (13),Cvi?ení,Q28,Hrdli?ka Miloslav
?t,15,16;5,Základy práva I (11),Cvi?ení,Q28,Hrdli?ka Miloslav
Út,13,14;5,"Personalistika (13,39)",Cvi?ení,Q14,Hrdli?ková Andrea
Út,13,14;5,"Personalistika (11,36)",Cvi?ení,Q14,Hrdli?ková Andrea
St,13,14;5,Personalistika,P?ednáška,Q03,Hrdli?ková Andrea
Po,15,16;5,"Opera?ní management (1,13)",Cvi?ení,Q14,Janiš Vít
Po,17,18;5,"Opera?ní management (1,13)",Cvi?ení,Q14,Janiš Vít
?t,11,12;5,Opera?ní management v AJ (11),Cvi?ení,Q45,Janiš Vít
?t,11,12;5,Opera?ní management v AJ (13),Cvi?ení,Q45,Janiš Vít
Út,11,12;5,"Výpo?etní technika II (21,26)",Cvi?ení,Q07,Jedli?ka Petr
Út,13,14;5,"Výpo?etní technika II (26,42)",P?ednáška,Q16,Jedli?ka Petr
St,9,10;5,Výpo?etní technika II,Cvi?ení,Q07,Jedli?ka Petr
St,11,12;5,Výpo?etní technika a algoritmizace I (59),P?ednáška,Q16,Jedli?ka Petr
St,15,16;5,Výpo?etní technika II,Cvi?ení,Q09,Jedli?ka Petr
St,17,18;5,Výpo?etní technika a algoritmizace I (9),Cvi?ení,Q47,Jedli?ka Petr
St,17,18;5,Word (4),Cvi?ení,Q47,Jedli?ka Petr
?t,9,10;5,Výpo?etní technika II,Cvi?ení,Q06,Jedli?ka Petr
?t,13,14;5,Výpo?etní technika II,Cvi?ení,Q08,Jedli?ka Petr
Pá,9,10;5,Kroužek pokro?ilého použití kancelá?ských aplikací (79),Cvi?ení,Q09,Jedli?ka Petr
Út,11,12;5,Obchodní jazyk - n?m?ina (26),Cvi?ení,Q44,Je?ábková Šárka
Út,13,14;5,Sv?tový jazyk - N?m?ina 2 (26),Cvi?ení,Q01.84,Je?ábková Šárka
Út,15,16;5,Sv?tový jazyk - N?m?ina 2 (26),Cvi?ení,Q01.84,Je?ábková Šárka
?t,17,18;5,Aplika?ní programové vybavení (24),Cvi?ení,Q09,Juránek Luboš
St,9,10;5,Finan?ní právo,P?ednáška,Q33,Jur?ík Radek
St,13,14;5,Správní právo hmotné,P?ednáška,Q33,Jur?ík Radek
St,15,16;5,Správní právo hmotné (11),Cvi?ení,Q33,Jur?ík Radek
Út,7,7;5,"Makroekonomie I (26,28)",Cvi?ení,Q32,Kajurová Veronika
Út,8,8;5,"Makroekonomie I (26,34)",Cvi?ení,Q32,Kajurová Veronika
Út,9,9;5,Makroekonomie I (26),Cvi?ení,Q32,Kajurová Veronika
Út,10,10;5,Makroekonomie I (26),Cvi?ení,Q32,Kajurová Veronika
Út,13,14;5,Makroekonomie II (26),Cvi?ení,Q35,Kajurová Veronika
St,7,8;5,Makroekonomie II,Cvi?ení,Q41,Kajurová Veronika
St,9,10;5,Makroekonomie II,Cvi?ení,Q41,Kajurová Veronika
Pá,9,10;5,Makroekonomie II (79),Cvi?ení,Q32,Kajurová Veronika
Pá,11,12;5,Makroekonomie II (79),Cvi?ení,Q32,Kajurová Veronika
Út,13,14;5,"Mezinárodní finance (26,40)",P?ednáška,Q15,Kapounek Svatopluk
Út,17,18;5,Mezinárodní investi?ní management v AJ (26),P?ednáška,Q42,Kapounek Svatopluk
?t,11,12;5,Bankovnictví I,P?ednáška,Q02,Kašparovská Vlasta
Po,15,16;5,Základy práva I (11),Cvi?ení,Q35,Kelblová Hana
Po,15,16;5,"Základy práva I (1,13)",Cvi?ení,Q35,Kelblová Hana
Út,9,10;5,"Základy práva I (13,39)",P?ednáška,Q01,Kelblová Hana
Út,16,18;5,Právo informa?ních systém? (26),P?ednáška,Q43,Kelblová Hana
St,15,16;5,Právo informa?ních systém? (13),Cvi?ení,Q32,Kelblová Hana
St,15,16;5,Právo informa?ních systém? (11),Cvi?ení,Q32,Kelblová Hana
?t,7,8;5,Ob?anské a rodinné právo,P?ednáška,Q33,Kelblová Hana
?t,9,10;5,Ob?anské a rodinné právo (11),Cvi?ení,Q33,Kelblová Hana
?t,9,10;5,"Ob?anské a rodinné právo (13,21)",Cvi?ení,Q33,Kelblová Hana
Po,15,16;5,Obchodní jazyk - angli?tina (1),Cvi?ení,Q46,Klapilová Jana
Út,9,10;5,Obchodní jazyk - angli?tina (26),Cvi?ení,Q46,Klapilová Jana
Út,11,12;5,Obchodní jazyk - angli?tina (26),Cvi?ení,Q46,Klapilová Jana
Pá,9,10;5,Obchodní jazyk - angli?tina (79),Cvi?ení,Q46,Klapilová Jana
Pá,11,12;5,Obchodní jazyk - angli?tina (79),Cvi?ení,Q46,Klapilová Jana
?t,7,8;5,Informa?ní systémy finan?ních institucí (11),Cvi?ení,Q06,Klegová Jaroslava
?t,7,8;5,Informa?ní systémy finan?ních institucí (13),Cvi?ení,Q06,Klegová Jaroslava
?t,15,16;5,Informa?ní systémy finan?ních institucí (13),Cvi?ení,Q06,Klegová Jaroslava
Út,17,18;5,Základy elektrotechniky (26),P?ednáška,Q16,Klein Richard
Po,17,18;5,"Opera?ní systémy (1,6)",P?ednáška,Q03,Klimeš Cyril
Po,11,12;5,Sv?tový jazyk - Špan?lština 2 (1),Cvi?ení,Q01.84,Kocmánková Markéta
St,13,14;5,Sv?tový jazyk - Špan?lština 2,Cvi?ení,Q01.84,Kocmánková Markéta
?t,15,16;5,Opera?ní výzkum,Cvi?ení,Q34,Kolman Pavel
?t,17,18;5,Opera?ní výzkum,Cvi?ení,Q34,Kolman Pavel
Pá,9,10;5,Opera?ní výzkum v AJ (79),P?ednáška,Q34,Kolman Pavel
Pá,11,12;5,Opera?ní výzkum v AJ (79),Cvi?ení,Q34,Kolman Pavel
Po,11,12;5,"Softwarové inženýrství II (10,11)",P?ednáška,Q16,Kolomazník Jan
Po,13,14;5,"Praxe vývojových technik Kybernetika (1,24)",Cvi?ení,Q11,Kolomazník Jan
Út,8,10;5,Softwarové inženýrství II (26),Cvi?ení,Q04,Kolomazník Jan
St,15,15;5,Paralelní programování,P?ednáška,Q05,Kolomazník Jan
St,16,17;5,Paralelní programování,Cvi?ení,Q05,Kolomazník Jan
?t,17,18;5,Teorie graf? (11),Cvi?ení,Q07,Kolomazník Jan
?t,17,18;5,Teorie graf? (13),Cvi?ení,Q07,Kolomazník Jan
St,13,14;5,Matematika II,Cvi?ení,Q46,Konderla Tomáš
?t,9,10;5,Matematika II,Cvi?ení,Q44,Konderla Tomáš
?t,11,12;5,Matematika II,Cvi?ení,Q44,Konderla Tomáš
Po,11,12;5,"Mezinárodní finance (1,22)",Cvi?ení,Q34,Koráb Petr
Po,15,16;5,"Mezinárodní finance (1,22)",Cvi?ení,Q34,Koráb Petr
Po,13,14;5,Vývoj ekonomického myšlení (1),P?ednáška,Q01,Kouba Lud?k
Po,15,16;5,Vývoj ekonomického myšlení v AJ (1),P?ednáška,Q45,Kouba Lud?k
Po,17,17;5,Vývoj ekonomického myšlení v AJ (1),Cvi?ení,Q45,Kouba Lud?k
Út,11,12;5,"Vývoj ekonomického myšlení (13,21,39)",Cvi?ení,Q48,Kouba Lud?k
Út,11,12;5,"Vývoj ekonomického myšlení (11,36)",Cvi?ení,Q48,Kouba Lud?k
St,11,12;5,"Vývoj ekonomického myšlení (11,21)",Cvi?ení,Q32,Kouba Lud?k
St,13,14;5,"Makroekonomie I (9,56,57)",P?ednáška,Q01,Kouba Lud?k
?t,9,10;5,Vývoj sv?tového hospodá?ství (57),P?ednáška,Q48,Kouba Lud?k
